Branch Path,Variable,branch_level,Current Accounts,Projected Scenario,Shown In Interface,Shown In Interface Projected,Units,Notes
Demand\Passenger road\Buses\BEV\Electricity,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\BEV\Electricity,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\FCEV,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\Buses\FCEV,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\Buses\FCEV\Hydrogen,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\FCEV\Hydrogen,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\Buses\ICE,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\Buses\ICE\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Biogas,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Biogas,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\LPG,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\LPG,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Natural gas,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Buses\ICE\Natural gas,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs,Sales Share,vehicle_type,True,True,True,False,%,
Demand\Passenger road\LPVs,Stock,vehicle_type,True,False,True,True,Millions,
Demand\Passenger road\LPVs,Stock Share,vehicle_type,True,False,True,True,%,
Demand\Passenger road\LPVs,Vehicle Equivalent Weight,vehicle_type,True,False,True,True,passenger car equivalent,
Demand\Passenger road\LPVs\BEV large,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\BEV large,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\BEV large\Electricity,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\BEV large\Electricity,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\BEV medium,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\BEV medium,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\BEV medium\Electricity,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\BEV medium\Electricity,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\BEV small,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\BEV small,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\BEV small\Electricity,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\BEV small\Electricity,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV large,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\EREV large,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\EREV large\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV large\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV large\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV large\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV large\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV large\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV large\Electricity,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV large\Electricity,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV large\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV large\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV large\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV large\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV medium,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\EREV medium,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\EREV medium\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV medium\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV medium\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV medium\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV medium\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV medium\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV medium\Electricity,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV medium\Electricity,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV medium\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV medium\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV medium\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV medium\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV small,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\EREV small,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\EREV small\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV small\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV small\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV small\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV small\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV small\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV small\Electricity,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV small\Electricity,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV small\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV small\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV small\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\EREV small\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV large,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\HEV large,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\HEV large\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV large\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV large\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV large\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV large\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV large\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV large\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV large\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV large\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV large\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV medium,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\HEV medium,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\HEV medium\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV medium\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV medium\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV medium\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV medium\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV medium\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV medium\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV medium\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV medium\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV medium\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV small,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\HEV small,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\HEV small\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV small\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV small\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV small\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV small\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV small\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV small\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV small\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV small\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\HEV small\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\ICE large,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\ICE large\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Biogas,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Biogas,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\LPG,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\LPG,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Natural gas,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE large\Natural gas,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\ICE medium,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\ICE medium\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Biogas,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Biogas,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\LPG,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\LPG,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Natural gas,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE medium\Natural gas,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE small,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\ICE small,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\ICE small\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE small\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE small\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE small\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE small\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE small\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE small\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE small\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE small\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\ICE small\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV large,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\PHEV large,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\PHEV large\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV large\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV large\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV large\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV large\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV large\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV large\Electricity,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV large\Electricity,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV large\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV large\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV large\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV large\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV medium,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\PHEV medium,Stock Share,drive_or_size,True,False,True,True,%,
